StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q139,Q229,Q200_First Click,Q200_Last Click,Q200_Page Submit,Q200_Click Count,Q230,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q147,Q22,Q19,Q142,Q21,Q206,Q207,Q208,Q209,Q210,Q213,Q214,Q215,Q216,Q217,Q193,Q170,Q164,Q143,Q144,Q220,Q221,Q223,Q224,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q172,Q174,Q176,Q178,Q180,Q182,Q184,Q186,Q188,Q190,Q192,Q194,Q196,Q198,Q200,Q202,Q204,SC0,SC1,SC2,SC3,SC4,SC5,confirmation_code,treatment_group,Comprehension score1,Enter Embedded Data Field Name Here...,Comprehension score2,Comprehension score3,ins_code,no_ins_code,LotteryQuiz1,LotteryQuiz2,LotteryQuiz3
2017-09-22 16:21:58,2017-09-22 17:14:11,IP Address,99.173.179.218,100,3133,True,2017-09-22 17:14:11,R_3mY7eWS4s1Sfw5n,,,,,36.503295898438,-87.229400634766,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1082.221,1082.694,1083.448,2,True,$0.50,True,10,No,,,,,,,,,,,A3NKTB1JU5AKIW,,54176,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,31,Black or African American,Not Hispanic or Latino,5,United States,TN Tennessee,37042,Nothing,I am familiar with drought,4,No,"Less than $15,000",Associate degree,,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,46583,no_ins,5,,,,,2960366,2,,
2017-09-22 16:23:04,2017-09-22 17:16:29,IP Address,68.104.86.238,100,3205,True,2017-09-22 17:16:29,R_0dpXnMcDIishQX3,,,,,36.234893798828,-115.29049682617,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1098.063,1098.063,1101.691,1,True,$0.50,True,10,No,,,,,,,,,,,AS1QMPXIT1EGX,,36634,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,38,White or Caucasian,Not Hispanic or Latino,5,United States,NV Nevada,89117,Nothing,I've read or talked about drought at least once before,4,No,"$60,000 to $74,999",Associate degree,,"I vote for Republicans more often than I vote for Democrats ",No,7,0,0,2,0,0,48025,no_ins,5,,,,,2371879,2,,
2017-09-22 16:21:34,2017-09-22 17:18:31,IP Address,73.240.49.218,100,3417,True,2017-09-22 17:18:31,R_bjA3A2HhvRf2qMd,,,,,44.057998657227,-123.00630187988,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,44.597,782.753,923.033,9,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A281NYJUA83Y3Y,43777,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,22,White or Caucasian,Not Hispanic or Latino,5,United States,OR Oregon,97401,I've read or talked about cattle ranching at least once before,I am very knowledgeable about drought,5,No,"$60,000 to $74,999",Bachelors degree,,I vote for Republicans,No,7,0,0,2,0,0,50190,ins,5,,,,1310466,,2,,
2017-09-22 16:22:11,2017-09-22 17:18:51,IP Address,75.43.39.18,100,3400,True,2017-09-22 17:18:51,R_0qgkUVmQgPwWwGp,,,,,38.026702880859,-121.3012008667,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,4.95,1111.234,1115.371,5,,,,,,True,$0.50,True,10,No,,,,,,,,,,,AO33H4GL9KZX9,80936,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,48,Asian,Not Hispanic or Latino,5,United States,CA California,95340,Nothing,I am very knowledgeable about drought,5,No,"$15,000 to $29,999","Graduate degree (Masters, PhD, MD, JD)",,"I am eligible, but I never vote",Yes,7,0,0,2,0,0,78176,ins,5,,,,1848770,,2,,
2017-09-22 16:40:36,2017-09-22 17:19:44,IP Address,76.115.109.208,100,2348,True,2017-09-22 17:19:44,R_cOMoBGZl4LFGn9H,,,,,45.365295410156,-122.75790405273,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,40.953,768.469,773.978,4,True,$0,True,10,No,True,$0.50,True,10,No,,,,,,A1AZ97YYFVWFGC,,40673,10,One lottery will be randomly selected,,,,,"Lottery B: 10% chance of winning $3.85, 90% chance of winning $0.10","Lottery B: 20% chance of winning $3.85, 80% chance of winning $0.10","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,30,White or Caucasian,Not Hispanic or Latino,5,United States,OR Oregon,97062,Nothing,I've read or talked about drought at least once before,2,No,"$30,000 to $44,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",No,11,5,0,2,0,0,40349,no_ins,4,,5,,,2120348,2,,
2017-09-22 16:23:43,2017-09-22 17:22:09,IP Address,67.86.183.146,100,3506,True,2017-09-22 17:22:09,R_aWyKRvGw0JsCS3j,,,,,40.218200683594,-74.070999145508,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1293.802,1293.802,1295.233,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1RA8QOAPXYVCC,24669,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,29,White or Caucasian,Not Hispanic or Latino,5,United States,NJ New Jersey,07719,Nothing,I am familiar with drought,2,No,"$75,000 to $89,999",Bachelors degree,,"I vote for Republicans more often than I vote for Democrats ",Yes,7,0,0,2,0,0,78357,ins,5,,,,1825541,,2,,
2017-09-22 16:46:22,2017-09-22 17:22:24,IP Address,24.102.157.57,100,2162,True,2017-09-22 17:22:24,R_9v53vMgYQhLq4ex,,,,,41.24870300293,-74.609703063965,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,116.047,783.061,787.272,3,True,$0.50,True,10,No,,,,,,,,,,,A2GG7HIO2OIXUR,,12911,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,28,White or Caucasian,Not Hispanic or Latino,5,United States,NJ New Jersey,07461,Nothing,I've read or talked about drought at least once before,1 (No Impact),No,"$30,000 to $44,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",No,7,0,0,2,0,0,99734,no_ins,5,,,,,2385553,2,,
2017-09-22 16:24:45,2017-09-22 17:23:11,IP Address,107.137.132.222,100,3506,True,2017-09-22 17:23:11,R_9Twy2Cm06UwZJlP,,,,,29.881301879883,-95.4541015625,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1111.667,1111.667,1113.139,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,," A2DVJ6OMVVYTC7",26128,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,28,Other,Hispanic or Latino,5,United States,TX Texas,77086,Nothing,I've read or talked about drought at least once before,1 (No Impact),No,"$60,000 to $74,999","High school diploma or equivalent ",,I vote for Republicans,No,7,0,0,2,0,0,45801,ins,5,,,,1630895,,2,,
2017-09-22 16:30:29,2017-09-22 17:24:59,IP Address,96.249.10.36,100,3270,True,2017-09-22 17:24:59,R_0puPnaoH9zCNHrD,,,,,43.310104370117,-73.643203735352,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1088.759,1088.759,1089.826,1,True,$0.50,True,10,No,,,,,,,,,,,A26SF9CTNKKBYB,,23469,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,32,White or Caucasian,Not Hispanic or Latino,5,United States,NY New York,12065,Nothing,I've read or talked about drought at least once before,1 (No Impact),No,"$45,000 to $59,999","Trade school degree or certificate ",,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,41570,no_ins,5,,,,,2830757,2,,
2017-09-22 16:37:10,2017-09-22 17:26:06,IP Address,50.206.191.241,100,2936,True,2017-09-22 17:26:06,R_bJdMZiIKFw365OB,,,,,42.128601074219,-87.923698425293,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,9.895,625.554,626.279,7,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A273DS7TQWR9M1,40964,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,30,White or Caucasian,Not Hispanic or Latino,5,United States,IL Illinois,60089,Nothing,Nothing,1 (No Impact),No,"$60,000 to $74,999",Bachelors degree,,"I vote for Republicans more often than I vote for Democrats ",No,7,0,0,2,0,0,72715,ins,5,,,,1801780,,2,,
2017-09-22 16:22:03,2017-09-22 17:28:41,IP Address,68.37.74.113,100,3998,True,2017-09-22 17:28:41,R_249zEyHdGLrJ1lj,,,,,42.961898803711,-83.720397949219,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1117.124,1117.124,1119.385,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A136JB9HLQ43BO," 90404",,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,54,White or Caucasian,Not Hispanic or Latino,5,United States,MI Michigan,48439,Nothing,I am familiar with drought,5,No,"$15,000 to $29,999",Associate degree,,"I vote for Democrats more often than ",No,7,0,0,2,0,0,97007,ins,5,,,,1469838,,2,,
2017-09-22 16:22:20,2017-09-22 17:30:16,IP Address,74.136.136.18,100,4076,True,2017-09-22 17:30:16,R_5gJY5mZmAXQ10YR,,,,,38.015899658203,-84.484703063965,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1120.393,1120.393,1125.413,1,,,,,,True,$5.50,True,1,No,True,$0.50,True,10,No,,,,,,A3U21PUMQ6NGT2,43779,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,35,White or Caucasian,Not Hispanic or Latino,5,United States,KY Kentucky,40503,Nothing,I've read or talked about drought at least once before,2,No,"Less than $15,000","High school diploma or equivalent ",,"I nearly always vote for Democrats ",No,10,5,0,2,0,0,75634,ins,3,,5,,1307137,,2,,
2017-09-22 16:24:09,2017-09-22 17:33:13,IP Address,76.171.23.214,100,4144,True,2017-09-22 17:33:13,R_3dZOv6NWutwMEvj,,,,,33.899002075195,-118.16510009766,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1085.591,1085.591,1121.617,1,True,$0.50,True,10,No,,,,,,,,,,,A2V3GBDTA9KEU0,,41445,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,34,White or Caucasian,Hispanic or Latino,5,United States,CA California,90723,Nothing,I am familiar with drought,3,No,"$60,000 to $74,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",No,7,0,0,2,0,0,76299,no_ins,5,,,,,2204728,2,,
2017-09-22 16:47:36,2017-09-22 17:40:59,IP Address,108.197.192.59,100,3203,True,2017-09-22 17:40:59,R_3E2mZLk6vQMQlM1,,,,,36.12629699707,-95.947402954102,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,43.825,1160.12,1163.164,3,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1VZSFHTU51JP0,92750,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,35,White or Caucasian,Not Hispanic or Latino,5,United States,OK Oklahoma,74401,Nothing,I've read or talked about drought at least once before,1 (No Impact),Yes,"$15,000 to $29,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,50099,ins,5,,,,1094089,,2,,
2017-09-22 16:40:37,2017-09-22 17:43:44,IP Address,96.30.236.254,100,3787,True,2017-09-22 17:43:44,R_aYoQpjHSFLGyFZX,,,,,31.545196533203,-109.46769714355,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1050.949,1050.949,1053.088,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A3QEVFM3UD67BA,40171,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,40,Other,Hispanic or Latino,5,United States,AZ Arizona,85608,Nothing,Nothing,5,No,"$75,000 to $89,999",Associate degree,,Half the time I vote for Democrats and half the time I vote for Republicans,Yes,7,0,0,2,0,0,85462,ins,5,,,,1929628,,2,,
2017-09-22 16:21:47,2017-09-22 17:50:05,IP Address,173.239.216.14,100,5298,True,2017-09-22 17:50:05,R_cTFvbgIC8eY0AsZ,,,,,40.551605224609,-74.46369934082,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,16.416,616.472,617.827,8,True,$0.50,True,10,No,,,,,,,,,,,A1FHS282JP487T,,28500,10,One lottery will be randomly selected,,,,,"Lottery B: 10% chance of winning $3.85, 90% chance of winning $0.10","Lottery B: 20% chance of winning $3.85, 80% chance of winning $0.10","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",,,,,,,,,,,,,,,,,,7,0,0,2,0,0,88748,no_ins,5,,,,,2550086,2,,
2017-09-22 16:52:20,2017-09-22 17:50:15,IP Address,67.190.251.95,100,3475,True,2017-09-22 17:50:15,R_djbC2zuGooIqptX,,,,,30.227493286133,-81.380096435547,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1277.671,1277.671,1279.762,1,True,$0.50,True,10,No,,,,,,,,,,,A230VUDYOCRZ4N,,37357,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,52,White or Caucasian,Not Hispanic or Latino,5,United States,FL Florida,32259,Nothing,Nothing,1 (No Impact),No,"Less than $15,000",Associate degree,,Half the time I vote for Democrats and half the time I vote for Republicans,No,7,0,0,2,0,0,93033,no_ins,5,,,,,2236244,2,,
2017-09-22 16:52:40,2017-09-22 17:52:14,IP Address,73.99.94.206,100,3574,True,2017-09-22 17:52:14,R_3m8e5WfCm2TCY8R,,,,,37.516006469727,-77.500503540039,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,890.862,890.862,892.965,1,True,$5.50,True,10,No,True,$0.50,True,10,Yes,True,$0.50,True,10,No,A3GO2JCV966XGE,,59952,10,My favorite lottery will be used,10,One lottery will be randomly selected,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,27,Other,Hispanic or Latino,5,United States,VA Virginia,23224,Nothing,I've read or talked about drought at least once before,2,,"$45,000 to $59,999",Associate degree,,"I vote for Democrats more often than ",No,16,4,5,1,2,0,85628,no_ins,4,,4,5,,2076095,1,2,
2017-09-22 16:25:59,2017-09-22 17:54:21,IP Address,108.83.205.64,100,5302,True,2017-09-22 17:54:21,R_eqVvsL0n3H3RcRD,,,,,35.871307373047,-78.539398193359,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1146.568,1217.41,1222.02,2,True,$0.50,True,10,No,,,,,,,,,,,A1SOOCPS9CRCQE,,77202,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,46,White or Caucasian,Not Hispanic or Latino,5,United States,NC North Carolina,27609,Nothing,I am familiar with drought,2,Yes,"$60,000 to $74,999",Associate degree,,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,98555,no_ins,5,,,,,2297296,2,,
2017-09-22 16:54:01,2017-09-22 17:59:04,IP Address,174.25.59.158,100,3903,True,2017-09-22 17:59:04,R_0MtTjaWZIWoVNIN,,,,,45.514404296875,-122.64329528809,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,56.744,843.88,849.34,2,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A2PXJTMWGUE5DC," 51776",,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,58,White or Caucasian,Not Hispanic or Latino,5,United States,OR Oregon,97016,Nothing,I am familiar with drought,3,No,"$60,000 to $74,999",Bachelors degree,,I nearly always vote for Republicans,No,7,0,0,2,0,0,78784,ins,5,,,,1036268,,2,,
2017-09-22 17:34:49,2017-09-22 18:07:21,IP Address,68.204.52.210,100,1952,True,2017-09-22 18:07:21,R_a5kwzi0teOrcAgl,,,,,28.531097412109,-80.85230255127,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,756.254,756.254,796.245,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A18T67NDI2JK5Y,86532,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,28,White or Caucasian,Not Hispanic or Latino,5,United States,FL Florida,32780,I am familiar with cattle ranching,I am familiar with drought,2,No,"$15,000 to $29,999",Bachelors degree,,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,43538,ins,5,,,,1120180,,2,,
